"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"9","50,001 inhab. and over","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",5.8,,
"ITG2","Sardegna","0_GOOD_H","persons  in good health","THV","thousands value","2018","2018",1091,,
"2","metropolitan area - centre","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",446,,
"3","metropolitan area - suburbs","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",3.4,,
"3","metropolitan area - suburbs","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",2.3,,
"6","until 2,000 inhab.","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",614,,
"6","until 2,000 inhab.","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",357,,
"6","until 2,000 inhab.","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",4.9,,
"6","until 2,000 inhab.","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",3,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",856,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",567,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",394,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",7.9,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",2731,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",1162,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",663,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",5.9,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",15.7,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",11.2,,
"9","50,001 inhab. and over","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",583,,
"9","50,001 inhab. and over","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",1688,,
"9","50,001 inhab. and over","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",1129,,
"9","50,001 inhab. and over","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",41.6,,
"9","50,001 inhab. and over","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",5,,
"9","50,001 inhab. and over","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",4,,
"9","50,001 inhab. and over","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",2.4,,
"ITG","Isole","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",179,,
"ITG2","Sardegna","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",84,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",1509,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",4.2,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",2.9,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",630,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",397,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",7.4,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",4.3,,
"9","50,001 inhab. and over","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",858,,
"9","50,001 inhab. and over","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",415,,
"9","50,001 inhab. and over","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",16.7,,
"9","50,001 inhab. and over","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",11.2,,
"2","metropolitan area - centre","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",2020,,
"3","metropolitan area - suburbs","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",3488,,
"3","metropolitan area - suburbs","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",1526,,
"3","metropolitan area - suburbs","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",69.8,,
"6","until 2,000 inhab.","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",1400,,
"6","until 2,000 inhab.","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",65.7,,
"2","metropolitan area - centre","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",16.7,,
"3","metropolitan area - suburbs","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",1805,,
"3","metropolitan area - suburbs","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",451,,
"3","metropolitan area - suburbs","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",40.5,,
"6","until 2,000 inhab.","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",192,,
"ITG1","Sicilia","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",935,,
"ITG1","Sicilia","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","HSC","per 100 people with the same characteristics","2018","2018",10.5,,
"2","metropolitan area - centre","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",3.8,,
"2","metropolitan area - centre","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",2.1,,
"3","metropolitan area - suburbs","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",556,,
"3","metropolitan area - suburbs","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",7.8,,
"3","metropolitan area - suburbs","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",4.8,,
"6","until 2,000 inhab.","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",562,,
"6","until 2,000 inhab.","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",214,,
"6","until 2,000 inhab.","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",154,,
"6","until 2,000 inhab.","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",5.4,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_HYP","chronic patients - with hypertension","THV","thousands value","2018","2018",2386,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","THV","thousands value","2018","2018",1079,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","THV","thousands value","2018","2018",652,,
"7","2,001 - 10,000 inhab.","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",21.5,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","HSC","per 100 people with the same characteristics","2018","2018",5.3,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","HSC","per 100 people with the same characteristics","2018","2018",16.9,,
"8","10,001 - 50,000 inhab.","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",3224,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_DIAB","chronic patients - suffering from diabetes","THV","thousands value","2018","2018",923,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_ARTH","chronic patients - suffering from osteoarthritis, arthritis","THV","thousands value","2018","2018",2445,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_ALLER","chronic patients - suffering from allergic diseases","THV","thousands value","2018","2018",1748,,
"8","10,001 - 50,000 inhab.","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",39.9,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",43.5,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","HSC","per 100 people with the same characteristics","2018","2018",6.2,,
"8","10,001 - 50,000 inhab.","0_CHRONIC_HEART","chronic patients - suffering from heart disease","HSC","per 100 people with the same characteristics","2018","2018",4,,
"9","50,001 inhab. and over","0_ALEAST_1CRON","persons  at least a chronic disease","THV","thousands value","2018","2018",4115,,
"9","50,001 inhab. and over","0_CHRONIC_BRONC","chronic patients - suffering from chronic bronchitis","THV","thousands value","2018","2018",508,,
"9","50,001 inhab. and over","0_CHRONIC_HEART","chronic patients - suffering from heart disease","THV","thousands value","2018","2018",409,,
"9","50,001 inhab. and over","0_CHRONIC_HYP","chronic patients - with hypertension","HSC","per 100 people with the same characteristics","2018","2018",18.8,,
"9","50,001 inhab. and over","0_CHRONIC_OSTEO","chronic patients - with osteoporosis","HSC","per 100 people with the same characteristics","2018","2018",8.5,,
"6","until 2,000 inhab.","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",40.1,,
"7","2,001 - 10,000 inhab.","0_CHRONIC_GH","persons  with chronic diseases in good health","THV","thousands value","2018","2018",2349,,
"7","2,001 - 10,000 inhab.","0_GOOD_H","persons  in good health","HSC","per 100 people with the same characteristics","2018","2018",68,,
"8","10,001 - 50,000 inhab.","0_ALEAST_2CRON","persons  at least two chronic disease","HSC","per 100 people with the same characteristics","2018","2018",20.7,,
"9","50,001 inhab. and over","0_ALEAST_2CRON","persons  at least two chronic disease","THV","thousands value","2018","2018",2178,,
"9","50,001 inhab. and over","0_ALEAST_1CRON","persons  at least a chronic disease","HSC","per 100 people with the same characteristics","2018","2018",40.7,,
"ITG2","Sardegna","0_CHRONIC_GH","persons  with chronic diseases in good health","HSC","per 100 people with the same characteristics","2018","2018",41.1,,
"ITG2","Sardegna","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","HSC","per 100 people with the same characteristics","2018","2018",2.2,,
"9","50,001 inhab. and over","0_CHRONIC_GASTR","chronic patients - suffering from gastric or duodenal ulcer","THV","thousands value","2018","2018",246,,
"9","50,001 inhab. and over","0_CHRONIC_NERVOUS","chronic patients - suffering from nervous disorders","HSC","per 100 people with the same characteristics","2018","2018",4.1,,
